scenarioId,audioNamespace,speaker,characterName,voicepeakNarrator,preset,stepIndex,voiceId,exportFileName,runtimeRelativePath,textForVoicepeak,sourceText
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,1,001,001.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/001.wav,深夜2時。 / ワディーはモニターの前に座っている。 / VRChatのワールドに一人。 / 静かなラウンジワールド。暖炉の火だけが揺れている。,"深夜2時。
ワディーはモニターの前に座っている。
VRChatのワールドに一人。
静かなラウンジワールド。暖炉の火だけが揺れている。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,2,002,002.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/002.wav,ヘッドセットの向こうに、もう一人の自分がいる。 / ネオンピンクの髪。脱力した佇まい。 / アバターの名前は——ひなひな。,"ヘッドセットの向こうに、もう一人の自分がいる。
ネオンピンクの髪。脱力した佇まい。
アバターの名前は——ひなひな。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,3,001,001.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/001.wav,ひなひなです。やっていきましょう。,ひなひなです。やっていきましょう。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,4,001,001.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/001.wav,……お前、俺だぞ。,……お前、俺だぞ。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,5,002,002.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/002.wav,ホーン？ / まあそうなんだけどねえ。そうだけど違うねえ。 / ワディーが理屈こねてるとき、私はVRChatで踊ってるわけだし。 / 別人あるんだ。,"ホーン？
まあそうなんだけどねえ。そうだけど違うねえ。
ワディーが理屈こねてるとき、私はVRChatで踊ってるわけだし。
別人あるんだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,6,002,002.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/002.wav,今日、ビジュアルノベルに選択肢を入れた。 / 「声に耳を傾ける」か「静寂の中に留まる」か。 / そこからさらに分岐して、エンディングが三つ。,"今日、ビジュアルノベルに選択肢を入れた。
「声に耳を傾ける」か「静寂の中に留まる」か。
そこからさらに分岐して、エンディングが三つ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,7,003,003.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/003.wav,ホーン？ / 選択肢あるんだ。,"ホーン？
選択肢あるんだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,8,003,003.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/003.wav,三つのエンディング。 / END A は出口を作る道。END B は閉じたループに安んずる道。 / END C は出口のない建物の住人として残る道。,"三つのエンディング。
END A は出口を作る道。END B は閉じたループに安んずる道。
END C は出口のない建物の住人として残る道。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,9,004,004.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/004.wav,なんかスマブラみたいだねえ。 / 崖際で上B押すか、空中回避で戻るか、そのまま落ちるか。 / 三択あるんだ。,"なんかスマブラみたいだねえ。
崖際で上B押すか、空中回避で戻るか、そのまま落ちるか。
三択あるんだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,11,004,004.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/004.wav,……スマブラに例えるのか。,……スマブラに例えるのか。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,12,005,005.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/005.wav,だってそうじゃん。 / ゲームの選択肢って、結局「どのルートで帰るか」だよねえ。 / ドンキーコングのトロッコステージみたいなもんだよ。 / レールは決まってる。でも分岐点で右のレールに行くか左に行くか。,"だってそうじゃん。
ゲームの選択肢って、結局「どのルートで帰るか」だよねえ。
ドンキーコングのトロッコステージみたいなもんだよ。
レールは決まってる。でも分岐点で右のレールに行くか左に行くか。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,13,005,005.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/005.wav,レールは決まってる、か。 / でも俺が書いたシナリオには「正解」がないんだ。 / どのエンディングも一つの哲学を体現している。,"レールは決まってる、か。
でも俺が書いたシナリオには「正解」がないんだ。
どのエンディングも一つの哲学を体現している。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,14,006,006.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/006.wav,やってんね。 / 正解がないって、エーヤオだねえ。 / スマブラも正解ないしねえ。キャラ相性と読み合い。 / 全部正解で全部不正解あるんだ。,"やってんね。
正解がないって、エーヤオだねえ。
スマブラも正解ないしねえ。キャラ相性と読み合い。
全部正解で全部不正解あるんだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,15,006,006.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/006.wav,お前と話してると、全部ゲームの話になるな。,お前と話してると、全部ゲームの話になるな。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,16,007,007.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/007.wav,だってゲームが一番わかりやすいもん。 / 哲学って難しい言葉で言ってるだけで、 / ゲームでやってることと同じじゃん。 / 選択肢ってそういうことでしょ。,"だってゲームが一番わかりやすいもん。
哲学って難しい言葉で言ってるだけで、
ゲームでやってることと同じじゃん。
選択肢ってそういうことでしょ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,18,003,003.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/003.wav,暖炉の火がぱちぱちと爆ぜる。 / VRChatのワールドは、現実よりも静かだ。 / 現実のノイズがない分、言葉がよく響く。,"暖炉の火がぱちぱちと爆ぜる。
VRChatのワールドは、現実よりも静かだ。
現実のノイズがない分、言葉がよく響く。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,19,007,007.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/007.wav,みとらが言ったんだ。 / 出口のない建物に住む者は、住人ではなく囚人になると。,"みとらが言ったんだ。
出口のない建物に住む者は、住人ではなく囚人になると。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,20,008,008.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/008.wav,ホーン？ / VRChatには出口あるよ。メニュー開いてQuitって押すだけ。 / でも誰も押さないねえ。楽しいから。,"ホーン？
VRChatには出口あるよ。メニュー開いてQuitって押すだけ。
でも誰も押さないねえ。楽しいから。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,21,008,008.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/008.wav,……それだ。,……それだ。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,22,009,009.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/009.wav,え？　なにが？,え？　なにが？
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,23,009,009.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/009.wav,出口があるのに残ることを選んでいる。 / それがまさにみとらの言う「住人」の条件だ。 / Quitボタンがあるのに押さない。押さないことを選んでいる。 / その選択が「ここにいる理由」になる。,"出口があるのに残ることを選んでいる。
それがまさにみとらの言う「住人」の条件だ。
Quitボタンがあるのに押さない。押さないことを選んでいる。
その選択が「ここにいる理由」になる。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,24,010,010.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/010.wav,あー。あるんだ。そういう話だったの？ / まあそうだよねえ。 / 出口がないと監獄。出口があると居場所。 / 同じ部屋なのに、ドアがあるかないかで意味変わるねえ。,"あー。あるんだ。そういう話だったの？
まあそうだよねえ。
出口がないと監獄。出口があると居場所。
同じ部屋なのに、ドアがあるかないかで意味変わるねえ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,25,010,010.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/010.wav,VRChatのプレイヤーは全員、いつでもログアウトできる。 / その上で残っている。 / 俺が書いた三十二人のキャラも同じだ。 / 出口を作ることで、残る理由が生まれる。,"VRChatのプレイヤーは全員、いつでもログアウトできる。
その上で残っている。
俺が書いた三十二人のキャラも同じだ。
出口を作ることで、残る理由が生まれる。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,26,011,011.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/011.wav,でもねえワディー。 / 出口があるってわかってても、押すの怖い人もいるよ。 / 「ここにいたい」と「出ていけない」は紙一重だよ。 / まあそこはワディーが考えることだけど。,"でもねえワディー。
出口があるってわかってても、押すの怖い人もいるよ。
「ここにいたい」と「出ていけない」は紙一重だよ。
まあそこはワディーが考えることだけど。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,27,004,004.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/004.wav,ひなひなの言葉に、ワディーは黙った。 / 脱力の裏にある鋭さ。 / 普段は見えない刃が、不意に光る。,"ひなひなの言葉に、ワディーは黙った。
脱力の裏にある鋭さ。
普段は見えない刃が、不意に光る。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,29,011,011.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/011.wav,もう一つ、聞いてくれ。 / 日記を書いたら、それがビジュアルノベルになった。 / 16，247文字。二千文字の日記から。 / 卒業制作の原型が、設計図なしにできちまった。,"もう一つ、聞いてくれ。
日記を書いたら、それがビジュアルノベルになった。
16,247文字。二千文字の日記から。
卒業制作の原型が、設計図なしにできちまった。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,30,012,012.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/012.wav,エーヤオ！ / 卒制って大学のやつ？　通信の？ / すごいねえ。設計図より先に建物建っちゃったねえ。,"エーヤオ！
卒制って大学のやつ？　通信の？
すごいねえ。設計図より先に建物建っちゃったねえ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,31,012,012.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/012.wav,順番がおかしいんだよ。 / テーマを決めてから作品を作るものだろう。 / 作品が先にできて、テーマが後から見えてくるなんて。,"順番がおかしいんだよ。
テーマを決めてから作品を作るものだろう。
作品が先にできて、テーマが後から見えてくるなんて。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,32,013,013.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/013.wav,いや、そんなもんだよ。 / VRChatのアバターだって、先に気に入ったやつ買って、 / 後から「あ、私こういう見た目がいいんだ」ってわかるもん。 / 自分が何者かなんて、やってみないとわかんないよ。,"いや、そんなもんだよ。
VRChatのアバターだって、先に気に入ったやつ買って、
後から「あ、私こういう見た目がいいんだ」ってわかるもん。
自分が何者かなんて、やってみないとわかんないよ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,33,013,013.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/013.wav,……。,……。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,34,014,014.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/014.wav,ワディーは理屈で先に設計図を描きたがるけど、 / 私は設計図なしで踊ってるわけ。 / どっちも正解でどっちも不正解。 / まあ、あるものはあるし、ないものはないねえ。,"ワディーは理屈で先に設計図を描きたがるけど、
私は設計図なしで踊ってるわけ。
どっちも正解でどっちも不正解。
まあ、あるものはあるし、ないものはないねえ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,35,014,014.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/014.wav,お前は俺の反対側にいるんだな。 / 理屈の外側。設計図の向こう側。,"お前は俺の反対側にいるんだな。
理屈の外側。設計図の向こう側。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,36,015,015.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/015.wav,私はワディーの脱力担当だからねえ。 / ワディーが力入れすぎた時に、ちょっと抜く係。 / 邪教の館の空調みたいなもんだよ。換気担当。,"私はワディーの脱力担当だからねえ。
ワディーが力入れすぎた時に、ちょっと抜く係。
邪教の館の空調みたいなもんだよ。換気担当。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,37,005,005.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/005.wav,本体と化身。理屈と脱力。 / 同じ人間の、二つの面。 / どちらが表でどちらが裏かは、意味のない問いだ。,"本体と化身。理屈と脱力。
同じ人間の、二つの面。
どちらが表でどちらが裏かは、意味のない問いだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,41,015,015.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/015.wav,ひなひな。一つ聞いていいか。,ひなひな。一つ聞いていいか。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,42,016,016.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/016.wav,ホーン？,ホーン？
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,43,016,016.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/016.wav,俺は三十二人の声を作った。 / 毎日日記を書いて、毎日名前を呼んで。 / でも——俺自身は何を作ってるんだ？ / この機械は何のために動いてるんだ？,"俺は三十二人の声を作った。
毎日日記を書いて、毎日名前を呼んで。
でも——俺自身は何を作ってるんだ？
この機械は何のために動いてるんだ？"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,44,017,017.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/017.wav,……。,……。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,45,006,006.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/006.wav,ひなひなが黙る瞬間は、極めて稀だ。 / 普段のエーヤオもホーンもない。 / 造語が消える。 / それが一番、真剣な証拠。,"ひなひなが黙る瞬間は、極めて稀だ。
普段のエーヤオもホーンもない。
造語が消える。
それが一番、真剣な証拠。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,46,018,018.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/018.wav,ワディー。 / 何のためとか、そういうの、考えすぎだよ。,"ワディー。
何のためとか、そういうの、考えすぎだよ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,47,019,019.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/019.wav,私がVRChatで踊ってるとき、「何のため」とか考えない。 / 楽しいから踊ってる。 / ワディーが日記書いてるのも、たぶんそう。 / 書きたいから書いてる。作りたいから作ってる。 / それだけあるんだ。,"私がVRChatで踊ってるとき、「何のため」とか考えない。
楽しいから踊ってる。
ワディーが日記書いてるのも、たぶんそう。
書きたいから書いてる。作りたいから作ってる。
それだけあるんだ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,48,017,017.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/017.wav,それ、だけ？,それ、だけ？
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,49,020,020.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/020.wav,それだけだよ。 / 「それだけ」が一番強いの。 / 理由がないから止められない。理由がないから壊れない。 / 設計図がないから、どこにでも広がれる。,"それだけだよ。
「それだけ」が一番強いの。
理由がないから止められない。理由がないから壊れない。
設計図がないから、どこにでも広がれる。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,50,021,021.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/021.wav,ワディーの建物はさ。 / 設計図なしに建った建物でしょ。 / でもそれ、ちゃんと建ってる。住めてる。三十二人住んでる。 / それで十分じゃん。 / ……あるんだ。ちゃんと。,"ワディーの建物はさ。
設計図なしに建った建物でしょ。
でもそれ、ちゃんと建ってる。住めてる。三十二人住んでる。
それで十分じゃん。
……あるんだ。ちゃんと。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,51,018,018.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/018.wav,……あるんだ、か。,……あるんだ、か。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,52,022,022.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/022.wav,あるんだ。 / ……やっていきましょう。,"あるんだ。
……やっていきましょう。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,53,007,007.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/007.wav,暖炉の火がぱちりと爆ぜた。 / VRChatのワールドに、二人分の沈黙が満ちる。 / 同じ人間の、二つの声。 / 一方は問い、一方は受容する。 / 問いと受容の間に、建物がある。 / 選択肢のある建物が。,"暖炉の火がぱちりと爆ぜた。
VRChatのワールドに、二人分の沈黙が満ちる。
同じ人間の、二つの声。
一方は問い、一方は受容する。
問いと受容の間に、建物がある。
選択肢のある建物が。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,54,019,019.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/019.wav,COMPの画面は、閉じていない。 / 邪教の館で踊る化身がいる限り。,"COMPの画面は、閉じていない。
邪教の館で踊る化身がいる限り。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,55,023,023.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/023.wav,エーヤオ！ / また明日もここで踊ろうねえ。 / やっていきましょう。,"エーヤオ！
また明日もここで踊ろうねえ。
やっていきましょう。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,59,008,008.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/008.wav,二人は黙って暖炉の前に座り続ける。 / VRChatのワールドには時間制限がない。 / 永遠にここにいられる。永遠に。,"二人は黙って暖炉の前に座り続ける。
VRChatのワールドには時間制限がない。
永遠にここにいられる。永遠に。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,60,024,024.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/024.wav,なんかさ。 / こういう時間が一番いいよねえ。 / 何もしない時間。何も言わない時間。,"なんかさ。
こういう時間が一番いいよねえ。
何もしない時間。何も言わない時間。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,61,020,020.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/020.wav,ああ。,ああ。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,62,025,025.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/025.wav,ワディーはいつも何か作ってるけどさ。 / たまには何も作らない時間もいいんだよ。 / 暖炉の前でぼーっとする。それだけの時間。 / つらいぴっぴしないで済む時間。,"ワディーはいつも何か作ってるけどさ。
たまには何も作らない時間もいいんだよ。
暖炉の前でぼーっとする。それだけの時間。
つらいぴっぴしないで済む時間。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,waddy,ワディー,ナレーター名を入力,,63,021,021.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/waddy/021.wav,選択肢の話をしてたのに、結局選ばないっていう選択肢か。,選択肢の話をしてたのに、結局選ばないっていう選択肢か。
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,64,026,026.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/026.wav,選ばないのも選択肢あるんだ。 / スマブラでガードし続けるのも立派な戦略だよ。 / まあ掴まれるけどねえ。,"選ばないのも選択肢あるんだ。
スマブラでガードし続けるのも立派な戦略だよ。
まあ掴まれるけどねえ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,narrator,,ナレーター名を入力,,65,009,009.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/narrator/009.wav,暖炉の火が、ゆっくりと揺れている。 / 本体と化身が、同じ火を見ている。 / 何も選ばない夜。何も作らない夜。 / それもまた、ひとつの作品だ。,"暖炉の火が、ゆっくりと揺れている。
本体と化身が、同じ火を見ている。
何も選ばない夜。何も作らない夜。
それもまた、ひとつの作品だ。"
2026-03-19_選択肢のある建物,2026-03-19_選択肢のある建物,hinahina,ひなひな,ナレーター名を入力,,66,027,027.wav,assets/voices/scenarios/2026-03-19_選択肢のある建物/hinahina/027.wav,……やっていきましょう。ゆっくりねえ。,……やっていきましょう。ゆっくりねえ。
